Symbol / Rank,Theme,2022-12-03 00:00:00,2022-12-10 00:00:00,2022-12-17 00:00:00,2023-01-01 00:00:00,2023-01-12 00:00:00,2023-01-31 00:00:00,2023-02-14 00:00:00,2023-02-28 00:00:00,2023-03-13 00:00:00,2023-03-31 00:00:00,2023-04-14 00:00:00,2023-04-30 00:00:00,2023-05-16 00:00:00,2023-05-31 00:00:00,2023-06-14 00:00:00,2023-06-30 00:00:00,2023-07-13 00:00:00,14Jul23_PUp,2023-07-29 00:00:00,2023-08-13 00:00:00,2023-08-31 00:00:00,2023-09-13 00:00:00,2023-09-29 00:00:00,2023-10-13 00:00:00,2023-10-31 00:00:00,2023-11-12 00:00:00,2023-11-30 00:00:00,2023-12-14 00:00:00,2023-12-31 00:00:00,2024-01-13 00:00:00,2024-01-31 00:00:00,2024-02-13 00:00:00,2024-02-29 00:00:00,2024-03-29 00:00:00,2024-04-30 00:00:00,2024-05-31 00:00:00,2024-06-28 00:00:00,2024-07-31 00:00:00,2024-08-31 00:00:00,2024-09-29 00:00:00,2024-10-31 00:00:00,2024-11-30 00:00:00,2024-12-31 00:00:00,2025-02-01 00:00:00,2025-02-28 00:00:00,2025-03-31 00:00:00,2025-04-30 00:00:00,2025-05-31 00:00:00,2025-06-30 00:00:00,2025-07-31 00:00:00,2025-08-31 00:00:00,2025-09-30 00:00:00,2025-10-31 00:00:00,2025-11-30 00:00:00,2025-12-31 00:00:00,2026-01-31 00:00:00,note
UNOMINDA,auto parts & equipment · group 3,,,,,,,,,,,,28.0,,28.0,,25.0,,,30.0,33.0,49.0,48.0,43.0,40.0,37.0,37.0,24.0,24.0,18.0,19.0,28.0,30.0,45.0,32.0,34.0,30.0,15.0,34.0,3.0,,33.0,31.0,38.0,23.0,34.0,38.0,32.0,41.0,31.0,39.0,10.0,6.0,16.0,10.0,14.0,15.0,
GABRIEL,auto parts & equipment · group 3,,,,,,,,,,,,44.0,,48.0,,38.0,,,29.0,30.0,10.0,10.0,5.0,5.0,7.0,8.0,8.0,4.0,16.0,14.0,22.0,28.0,49.0,46.0,33.0,53.0,20.0,13.0,6.0,,47.0,51.0,43.0,35.0,14.0,5.0,8.0,4.0,4.0,3.0,1.0,3.0,2.0,10.0,18.0,25.0,
AUTOAXLES,auto parts & equipment · group 3,,,,,,,,,,,,7.0,,32.0,,51.0,,,73.0,72.0,76.0,75.0,78.0,75.0,66.0,65.0,68.0,68.0,78.0,79.0,82.0,82.0,81.0,87.0,89.0,80.0,78.0,75.0,70.0,,,,85.0,76.0,54.0,61.0,60.0,59.0,56.0,41.0,59.0,49.0,60.0,39.0,24.0,26.0,
DIVGIITTS,auto parts & equipment · group 3,,,,,,,,,,,,,,,,,,,,,,,17.0,18.0,16.0,18.0,40.0,37.0,60.0,60.0,67.0,66.0,72.0,84.0,82.0,89.0,91.0,90.0,89.0,,,,91.0,80.0,63.0,85.0,91.0,78.0,51.0,33.0,19.0,12.0,30.0,41.0,32.0,30.0,
SUBROS,auto parts & equipment · group 3,,,,,,,,,,,,63.0,,55.0,,46.0,,,56.0,56.0,58.0,59.0,77.0,75.0,69.0,70.0,58.0,57.0,45.0,41.0,31.0,28.0,32.0,47.0,29.0,30.0,51.0,56.0,13.0,,52.0,53.0,64.0,41.0,46.0,59.0,44.0,19.0,8.0,20.0,17.0,5.0,6.0,24.0,35.0,31.0,
SCHAEFFLER,auto parts & equipment · group 3,,,,,,,,,,,,35.0,,33.0,,43.0,,,51.0,49.0,68.0,67.0,52.0,51.0,63.0,64.0,65.0,67.0,61.0,59.0,60.0,62.0,77.0,79.0,40.0,24.0,17.0,49.0,52.0,,76.0,75.0,78.0,53.0,41.0,37.0,40.0,30.0,37.0,25.0,31.0,13.0,29.0,39.0,28.0,39.0,
ARE&M,auto parts & equipment · group 3,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,37.0,26.0,25.0,18.0,18.0,31.0,47.0,20.0,11.0,6.0,8.0,15.0,,25.0,43.0,61.0,59.0,47.0,49.0,76.0,85.0,96.0,90.0,80.0,77.0,76.0,70.0,66.0,69.0,
EXIDEIND,auto parts & equipment · group 3,,,,,,,,,,,,8.0,,10.0,,5.0,,,4.0,8.0,6.0,8.0,14.0,20.0,21.0,18.0,15.0,11.0,10.0,9.0,12.0,12.0,30.0,35.0,3.0,5.0,11.0,26.0,32.0,,55.0,58.0,67.0,61.0,46.0,56.0,84.0,86.0,84.0,72.0,58.0,64.0,64.0,60.0,53.0,71.0,
Auto Parts & Equipment · Group 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANDHAR,auto parts & equipment · group 4,,,,,,,,,,,,69.0,,39.0,,40.0,,,29.0,28.0,33.0,34.0,21.0,22.0,39.0,41.0,24.0,21.0,30.0,30.0,44.0,45.0,19.0,14.0,30.0,30.0,38.0,14.0,47.0,,,,71.0,77.0,82.0,79.0,83.0,43.0,38.0,55.0,56.0,50.0,27.0,24.0,23.0,27.0,
GREAVESCOT,auto parts & equipment · group 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,74.0,72.0,66.0,65.0,60.0,78.0,69.0,81.0,82.0,47.0,56.0,,24.0,21.0,10.0,5.0,5.0,10.0,17.0,26.0,55.0,50.0,62.0,47.0,37.0,46.0,70.0,92.0,
SUNCLAY,auto parts & equipment · group 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,24.0,34.0,42.0,34.0,46.0,,,,13.0,14.0,11.0,16.0,35.0,17.0,54.0,69.0,83.0,92.0,98.0,96.0,99.0,95.0,
Auto Tyres & Rubber Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JKTYRE,auto tyres & rubber products,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,9.0,9.0,7.0,3.0,2.0,21.0,40.0,42.0,50.0,67.0,73.0,,78.0,81.0,78.0,92.0,87.0,87.0,70.0,49.0,64.0,56.0,48.0,35.0,16.0,14.0,7.0,2.0,
CEATLTD,auto tyres & rubber products,,,,,,,,,,,,32.0,,34.0,,15.0,,,17.0,23.0,38.0,37.0,53.0,52.0,49.0,49.0,70.0,71.0,50.0,51.0,55.0,54.0,15.0,22.0,46.0,56.0,40.0,67.0,59.0,,55.0,26.0,28.0,31.0,40.0,32.0,8.0,7.0,15.0,28.0,27.0,26.0,18.0,25.0,22.0,14.0,
APOLLOTYRE,auto tyres & rubber products,,,,,,,,,,,,3.0,,3.0,,6.0,,,4.0,4.0,28.0,34.0,51.0,53.0,40.0,38.0,29.0,27.0,37.0,36.0,13.0,12.0,26.0,39.0,38.0,54.0,28.0,47.0,64.0,,61.0,57.0,45.0,83.0,79.0,58.0,36.0,52.0,75.0,56.0,40.0,41.0,44.0,28.0,27.0,19.0,
MRF,auto tyres & rubber products,,,,,,,,,,,,37.0,,36.0,,35.0,,,45.0,44.0,43.0,42.0,42.0,41.0,39.0,38.0,46.0,45.0,29.0,27.0,35.0,29.0,17.0,32.0,46.0,50.0,61.0,55.0,65.0,,79.0,72.0,57.0,82.0,66.0,58.0,18.0,21.0,20.0,18.0,18.0,17.0,18.0,19.0,20.0,35.0,
BALKRISIND,auto tyres & rubber products,,,,,,,,,,,,27.0,,29.0,,38.0,,,31.0,32.0,46.0,47.0,11.0,12.0,14.0,15.0,28.0,32.0,44.0,45.0,65.0,63.0,73.0,64.0,68.0,29.0,29.0,24.0,55.0,,62.0,72.0,51.0,45.0,23.0,43.0,29.0,79.0,87.0,62.0,83.0,84.0,88.0,66.0,69.0,63.0,
Banks · Group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,banks · group 1,,,,,,,,,,,,58.0,,72.0,,80.0,,,82.0,81.0,85.0,85.0,85.0,83.0,82.0,79.0,72.0,70.0,67.0,64.0,64.0,63.0,69.0,61.0,45.0,58.0,37.0,37.0,29.0,,40.0,32.0,41.0,22.0,27.0,26.0,18.0,12.0,8.0,16.0,22.0,11.0,15.0,5.0,4.0,2.0,
INDIANB,banks · group 1,,,,,,,,,,,,1.0,,30.0,,34.0,,,4.0,4.0,10.0,12.0,4.0,4.0,5.0,6.0,22.0,24.0,17.0,18.0,8.0,10.0,20.0,21.0,25.0,12.0,36.0,26.0,49.0,,39.0,46.0,47.0,50.0,34.0,30.0,25.0,23.0,13.0,25.0,17.0,5.0,5.0,4.0,6.0,2.0,
BANKINDIA,banks · group 1,,,,,,,,,,,,22.0,,58.0,,68.0,,,60.0,59.0,57.0,51.0,13.0,15.0,44.0,51.0,47.0,48.0,44.0,16.0,4.0,5.0,31.0,23.0,10.0,39.0,58.0,70.0,74.0,,92.0,89.0,83.0,69.0,62.0,51.0,44.0,32.0,26.0,48.0,41.0,25.0,16.0,10.0,8.0,3.0,
UNIONBANK,banks · group 1,,,,,,,,,,,,15.0,,48.0,,55.0,,,25.0,28.0,35.0,39.0,7.0,1.0,6.0,8.0,17.0,23.0,19.0,15.0,10.0,17.0,7.0,5.0,17.0,5.0,50.0,69.0,75.0,,91.0,88.0,74.0,72.0,47.0,41.0,41.0,29.0,14.0,36.0,44.0,31.0,20.0,19.0,18.0,3.0,
CANBK,banks · group 1,,,,,,,,,,,,12.0,,26.0,,45.0,,,19.0,18.0,43.0,48.0,14.0,10.0,15.0,13.0,17.0,16.0,15.0,15.0,10.0,10.0,7.0,6.0,7.0,14.0,19.0,46.0,53.0,,74.0,74.0,68.0,72.0,78.0,67.0,49.0,27.0,25.0,31.0,31.0,11.0,7.0,5.0,3.0,4.0,
SBIN,banks · group 1,,,,,,,,,,,,17.0,,29.0,,48.0,,,28.0,28.0,56.0,54.0,36.0,38.0,48.0,47.0,58.0,60.0,38.0,38.0,39.0,38.0,27.0,26.0,21.0,17.0,32.0,30.0,49.0,,50.0,45.0,46.0,39.0,56.0,33.0,33.0,44.0,36.0,44.0,37.0,19.0,18.0,13.0,9.0,4.0,
BANKBARODA,banks · group 1,,,,,,,,,,,,2.0,,7.0,,16.0,,,9.0,10.0,35.0,35.0,8.0,8.0,31.0,33.0,45.0,47.0,26.0,22.0,13.0,14.0,19.0,25.0,21.0,25.0,42.0,66.0,67.0,,71.0,73.0,70.0,81.0,71.0,44.0,32.0,44.0,39.0,36.0,38.0,23.0,24.0,14.0,10.0,7.0,
IDEA,banks · group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,99.0,98.0,89.0,89.0,96.0,86.0,94.0,90.0,99.0,99.0,61.0,34.0,13.0,11.0,9.0,
MAHABANK,banks · group 1,,,,,,,,,,,,,,,,,,,,46.0,31.0,29.0,24.0,3.0,18.0,21.0,24.0,22.0,21.0,26.0,6.0,5.0,21.0,12.0,7.0,6.0,24.0,35.0,53.0,,79.0,72.0,72.0,75.0,72.0,77.0,55.0,62.0,41.0,42.0,47.0,26.0,26.0,25.0,15.0,9.0,
PNB,banks · group 1,,,,,,,,,,,,11.0,,28.0,,45.0,,,15.0,15.0,9.0,10.0,1.0,2.0,10.0,12.0,14.0,16.0,4.0,4.0,2.0,3.0,6.0,4.0,1.0,9.0,30.0,48.0,58.0,,81.0,74.0,75.0,76.0,78.0,60.0,57.0,60.0,40.0,49.0,46.0,20.0,14.0,13.0,15.0,11.0,
SOUTHBANK,banks · group 1,,,,,,,,,,,,25.0,,39.0,,43.0,,,44.0,44.0,24.0,19.0,2.0,3.0,14.0,17.0,31.0,29.0,24.0,26.0,12.0,10.0,22.0,50.0,37.0,47.0,60.0,74.0,82.0,,89.0,88.0,70.0,63.0,48.0,62.0,41.0,16.0,14.0,24.0,23.0,20.0,10.0,5.0,8.0,12.0,
IDBI,banks · group 1,,,,,,,,,,,,,,,,,,,,,,,,27.0,60.0,,,,,,,,,,,,,,,,69.0,68.0,66.0,62.0,62.0,45.0,45.0,19.0,11.0,34.0,38.0,29.0,13.0,23.0,16.0,17.0,
YESBANK,banks · group 1,,,,,,,,,,,,64.0,,74.0,,84.0,,,83.0,82.0,87.0,,,,,,,,,,,,,,,,,,,,84.0,92.0,89.0,81.0,83.0,81.0,76.0,43.0,56.0,74.0,54.0,27.0,20.0,23.0,25.0,21.0,
J&KBANK,banks · group 1,,,,,,,,,,,,12.0,,22.0,,35.0,,,41.0,39.0,16.0,6.0,3.0,4.0,5.0,5.0,8.0,8.0,14.0,14.0,7.0,9.0,5.0,16.0,28.0,26.0,62.0,73.0,78.0,,96.0,96.0,81.0,71.0,54.0,72.0,66.0,55.0,23.0,44.0,50.0,36.0,38.0,30.0,46.0,28.0,
Banks · Group 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCBBANK,banks · group 2,,,,,,,,,,,,31.0,,46.0,,46.0,,,42.0,40.0,62.0,64.0,57.0,54.0,61.0,61.0,73.0,72.0,45.0,46.0,58.0,57.0,67.0,72.0,55.0,59.0,65.0,82.0,79.0,,87.0,77.0,81.0,58.0,60.0,47.0,21.0,15.0,19.0,28.0,39.0,38.0,19.0,7.0,11.0,2.0,
AUBANK,banks · group 2,,,,,,,,,,,,15.0,,6.0,,23.0,,,36.0,36.0,41.0,41.0,43.0,43.0,51.0,53.0,49.0,49.0,38.0,36.0,71.0,74.0,84.0,84.0,84.0,78.0,79.0,78.0,63.0,,88.0,95.0,91.0,56.0,37.0,63.0,17.0,21.0,7.0,20.0,24.0,21.0,8.0,3.0,4.0,3.0,
FEDERALBNK,banks · group 2,,,,,,,,,,,,10.0,,29.0,,46.0,,,39.0,38.0,23.0,24.0,24.0,23.0,35.0,35.0,32.0,32.0,23.0,24.0,45.0,44.0,55.0,50.0,41.0,37.0,29.0,18.0,33.0,,25.0,22.0,31.0,31.0,17.0,18.0,19.0,25.0,19.0,33.0,48.0,49.0,15.0,9.0,7.0,3.0,
IDFCFIRSTB,banks · group 2,,,,,,,,,,,,9.0,,3.0,,4.0,,,1.0,2.0,2.0,2.0,2.0,2.0,22.0,22.0,35.0,37.0,38.0,40.0,54.0,56.0,66.0,70.0,69.0,75.0,76.0,84.0,85.0,,96.0,96.0,93.0,75.0,63.0,81.0,45.0,47.0,33.0,38.0,35.0,31.0,15.0,12.0,9.0,7.0,
RBLBANK,banks · group 2,,,,,,,,,,,,14.0,,28.0,,24.0,,,9.0,14.0,13.0,13.0,3.0,2.0,18.0,19.0,21.0,21.0,12.0,12.0,41.0,42.0,44.0,50.0,48.0,51.0,57.0,81.0,83.0,,99.0,100.0,99.0,88.0,72.0,64.0,37.0,36.0,20.0,8.0,8.0,4.0,2.0,3.0,4.0,7.0,
EQUITASBNK,banks · group 2,,,,,,,,,,,,7.0,,1.0,,1.0,,,1.0,1.0,18.0,19.0,16.0,17.0,5.0,5.0,28.0,29.0,20.0,20.0,31.0,31.0,50.0,57.0,62.0,66.0,74.0,89.0,85.0,,99.0,100.0,99.0,86.0,90.0,91.0,60.0,74.0,69.0,85.0,97.0,70.0,83.0,39.0,42.0,15.0,
CSBBANK,banks · group 2,,,,,,,,,,,,16.0,,18.0,,32.0,,,33.0,32.0,16.0,7.0,11.0,8.0,17.0,21.0,7.0,16.0,10.0,3.0,28.0,41.0,54.0,50.0,52.0,71.0,60.0,81.0,81.0,,93.0,95.0,87.0,73.0,53.0,49.0,23.0,22.0,17.0,8.0,25.0,30.0,19.0,16.0,8.0,19.0,
INDUSINDBK,banks · group 2,,,,,,,,,,,,25.0,,11.0,,8.0,,,14.0,15.0,23.0,24.0,17.0,19.0,13.0,16.0,35.0,33.0,23.0,24.0,43.0,42.0,53.0,38.0,57.0,57.0,71.0,76.0,72.0,,99.0,99.0,99.0,92.0,70.0,98.0,77.0,92.0,85.0,93.0,97.0,85.0,78.0,45.0,39.0,30.0,
KOTAKBANK,banks · group 2,,,,,,,,,,,,17.0,,25.0,,52.0,,,55.0,55.0,69.0,69.0,71.0,68.0,64.0,64.0,68.0,68.0,56.0,54.0,59.0,57.0,74.0,58.0,83.0,71.0,68.0,66.0,62.0,,71.0,66.0,55.0,26.0,11.0,11.0,6.0,19.0,17.0,40.0,47.0,48.0,39.0,27.0,19.0,35.0,
HDFCBANK,banks · group 2,,,,,,,,,,,,6.0,,26.0,,23.0,,,46.0,45.0,58.0,56.0,59.0,57.0,58.0,58.0,57.0,58.0,42.0,43.0,67.0,67.0,78.0,68.0,70.0,61.0,56.0,65.0,57.0,,43.0,38.0,40.0,27.0,9.0,13.0,9.0,16.0,15.0,13.0,30.0,31.0,35.0,22.0,24.0,36.0,
ICICIBANK,banks · group 2,,,,,,,,,,,,12.0,,16.0,,22.0,,,15.0,16.0,40.0,39.0,38.0,39.0,43.0,43.0,50.0,50.0,42.0,43.0,36.0,35.0,41.0,34.0,35.0,34.0,35.0,45.0,36.0,,35.0,34.0,32.0,22.0,17.0,13.0,9.0,13.0,15.0,14.0,28.0,42.0,54.0,38.0,40.0,37.0,
KTKBANK,banks · group 2,,,,,,,,,,,,25.0,,37.0,,19.0,,,13.0,12.0,12.0,15.0,5.0,4.0,8.0,7.0,32.0,27.0,24.0,25.0,31.0,32.0,58.0,56.0,62.0,60.0,68.0,74.0,75.0,,85.0,82.0,72.0,90.0,77.0,72.0,46.0,58.0,65.0,75.0,80.0,87.0,82.0,30.0,28.0,42.0,
Banks · Group 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UJJIVANSFB,banks · group 3,,,,,,,,,,,,39.0,,19.0,,29.0,,,19.0,19.0,25.0,26.0,14.0,14.0,31.0,33.0,33.0,30.0,37.0,38.0,54.0,54.0,44.0,67.0,52.0,63.0,81.0,85.0,86.0,,99.0,99.0,97.0,79.0,73.0,66.0,35.0,38.0,15.0,29.0,27.0,16.0,14.0,7.0,10.0,2.0,
KARURVYSYA,banks · group 3,,,,,,,,,,,,90.0,,12.0,,9.0,,,24.0,29.0,36.0,38.0,16.0,11.0,8.0,7.0,10.0,14.0,17.0,11.0,4.0,4.0,23.0,20.0,14.0,18.0,27.0,18.0,23.0,,30.0,24.0,37.0,16.0,22.0,25.0,23.0,35.0,9.0,21.0,17.0,19.0,10.0,9.0,8.0,3.0,
AXISBANK,banks · group 3,,,,,,,,,,,,25.0,,17.0,,10.0,,,28.0,28.0,19.0,19.0,11.0,11.0,27.0,27.0,19.0,21.0,34.0,37.0,40.0,42.0,45.0,47.0,36.0,36.0,39.0,64.0,59.0,,69.0,76.0,78.0,66.0,42.0,36.0,23.0,33.0,32.0,49.0,61.0,42.0,33.0,20.0,16.0,4.0,
BANDHANBNK,banks · group 3,,,,,,,,,,,,71.0,,50.0,,63.0,,,78.0,78.0,78.0,78.0,54.0,45.0,69.0,72.0,72.0,73.0,66.0,66.0,71.0,73.0,84.0,87.0,89.0,86.0,84.0,76.0,79.0,,91.0,96.0,97.0,89.0,66.0,71.0,44.0,50.0,31.0,52.0,59.0,58.0,67.0,62.0,66.0,39.0,
IDFCFIRSTB,banks · group 3,,,,,,,,,,,,9.0,,3.0,,4.0,,,1.0,2.0,2.0,2.0,2.0,2.0,22.0,22.0,35.0,37.0,38.0,40.0,54.0,56.0,66.0,70.0,69.0,75.0,76.0,84.0,85.0,,96.0,96.0,93.0,75.0,63.0,81.0,45.0,47.0,33.0,38.0,35.0,31.0,15.0,12.0,9.0,7.0,secondary
Biotechnology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOCON,biotechnology,,,,,,,,,,,,78.0,,80.0,,76.0,,,76.0,74.0,75.0,76.0,59.0,58.0,80.0,80.0,77.0,77.0,74.0,73.0,65.0,56.0,53.0,54.0,38.0,31.0,17.0,27.0,28.0,,59.0,28.0,30.0,16.0,29.0,22.0,27.0,48.0,42.0,26.0,43.0,52.0,31.0,20.0,25.0,34.0,
ADVENZYMES,biotechnology,,,,,,,,,,,,68.0,,67.0,,76.0,,,57.0,57.0,60.0,60.0,59.0,58.0,56.0,56.0,57.0,55.0,41.0,41.0,51.0,50.0,43.0,47.0,36.0,46.0,56.0,48.0,44.0,,41.0,71.0,82.0,78.0,94.0,89.0,94.0,88.0,79.0,62.0,53.0,69.0,80.0,55.0,55.0,59.0,
CONCORDBIO,biotechnology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,14.0,35.0,43.0,38.0,37.0,,54.0,25.0,25.0,15.0,41.0,44.0,70.0,62.0,56.0,64.0,64.0,70.0,83.0,91.0,94.0,97.0,
Breweries & Distilleries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL,breweries & distilleries,,,,,,,,,,,,2.0,,2.0,,2.0,,,37.0,41.0,56.0,58.0,54.0,51.0,60.0,63.0,53.0,52.0,63.0,64.0,53.0,52.0,64.0,71.0,81.0,79.0,79.0,55.0,43.0,,68.0,33.0,36.0,48.0,50.0,70.0,46.0,8.0,12.0,11.0,10.0,10.0,14.0,13.0,18.0,10.0,
RADICO,breweries & distilleries,,,,,,,,,,,,11.0,,10.0,,11.0,,,11.0,12.0,52.0,56.0,67.0,66.0,51.0,52.0,18.0,15.0,26.0,25.0,40.0,40.0,50.0,24.0,30.0,52.0,41.0,60.0,24.0,,15.0,14.0,10.0,8.0,10.0,8.0,10.0,13.0,18.0,11.0,8.0,11.0,17.0,13.0,13.0,25.0,
ABDL,breweries & distilleries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,32.0,42.0,45.0,10.0,26.0,6.0,6.0,5.0,1.0,4.0,9.0,31.0,
NIITMTS,breweries & distilleries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,51.0,70.0,74.0,69.0,65.0,,80.0,56.0,62.0,38.0,49.0,60.0,72.0,96.0,95.0,97.0,95.0,95.0,93.0,42.0,35.0,34.0,
TI,breweries & distilleries,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,47.0,48.0,52.0,53.0,60.0,51.0,49.0,61.0,53.0,59.0,37.0,,38.0,14.0,7.0,6.0,47.0,54.0,28.0,27.0,43.0,6.0,4.0,6.0,3.0,17.0,18.0,34.0,
TRIVENI,breweries & distilleries,,,,,,,,,,,,34.0,,51.0,,51.0,,,55.0,53.0,34.0,34.0,15.0,12.0,26.0,28.0,22.0,24.0,52.0,54.0,58.0,58.0,64.0,75.0,65.0,70.0,43.0,30.0,14.0,,59.0,57.0,32.0,41.0,39.0,33.0,22.0,20.0,74.0,81.0,80.0,90.0,83.0,72.0,41.0,34.0,
UNITDSPR,breweries & distilleries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,29.0,20.0,,44.0,26.0,16.0,20.0,28.0,28.0,10.0,25.0,57.0,75.0,75.0,79.0,65.0,49.0,43.0,45.0,
VBL,breweries & distilleries,,,,,,,,,,,,1.0,,2.0,,13.0,,,18.0,19.0,11.0,9.0,5.0,6.0,8.0,10.0,9.0,9.0,14.0,15.0,10.0,10.0,14.0,14.0,15.0,21.0,11.0,29.0,47.0,,46.0,39.0,35.0,48.0,70.0,37.0,49.0,89.0,97.0,65.0,70.0,90.0,87.0,63.0,53.0,54.0,
LTFOODS,breweries & distilleries,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,7.0,31.0,34.0,56.0,57.0,54.0,39.0,29.0,42.0,23.0,11.0,1.0,,10.0,11.0,5.0,5.0,13.0,10.0,21.0,6.0,7.0,9.0,23.0,36.0,33.0,45.0,59.0,55.0,
GLOBUSSPR,breweries & distilleries,,,,,,,,,,,,66.0,,39.0,,21.0,,,67.0,68.0,76.0,77.0,80.0,78.0,80.0,83.0,83.0,82.0,84.0,82.0,83.0,82.0,84.0,89.0,87.0,89.0,89.0,62.0,26.0,,46.0,62.0,60.0,40.0,35.0,23.0,19.0,32.0,39.0,10.0,18.0,56.0,30.0,25.0,23.0,59.0,
BALRAMCHIN,breweries & distilleries,,,,,,,,,,,,21.0,,38.0,,57.0,,,64.0,59.0,60.0,59.0,43.0,42.0,45.0,47.0,36.0,34.0,68.0,73.0,77.0,77.0,76.0,80.0,79.0,79.0,62.0,41.0,15.0,,21.0,34.0,37.0,37.0,34.0,23.0,22.0,19.0,21.0,23.0,42.0,92.0,91.0,86.0,76.0,75.0,
UBL,breweries & distilleries,,,,,,,,,,,,48.0,,65.0,,70.0,,,71.0,68.0,72.0,73.0,73.0,70.0,52.0,50.0,54.0,55.0,38.0,39.0,47.0,45.0,53.0,44.0,35.0,43.0,48.0,56.0,37.0,,70.0,59.0,43.0,17.0,17.0,28.0,17.0,49.0,64.0,69.0,77.0,83.0,83.0,80.0,80.0,87.0,
GODREJAGRO,breweries & distilleries,,,,,,,,,,,,77.0,,82.0,,84.0,,,80.0,78.0,81.0,77.0,73.0,70.0,67.0,68.0,58.0,56.0,47.0,44.0,49.0,49.0,56.0,57.0,46.0,49.0,24.0,9.0,24.0,,38.0,27.0,42.0,26.0,14.0,13.0,10.0,19.0,29.0,25.0,58.0,74.0,76.0,86.0,89.0,90.0,
SULA,breweries & distilleries,,,,,,,,,,,,91.0,,90.0,,22.0,,,30.0,31.0,40.0,42.0,62.0,59.0,43.0,40.0,54.0,58.0,49.0,50.0,34.0,32.0,65.0,48.0,62.0,58.0,74.0,86.0,84.0,,98.0,93.0,87.0,97.0,98.0,95.0,95.0,97.0,96.0,94.0,97.0,95.0,96.0,96.0,97.0,98.0,
CDMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACUTAAS,cdmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,12.0,11.0,23.0,8.0,3.0,6.0,2.0,
SENORES,cdmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,10.0,25.0,21.0,5.0,2.0,4.0,9.0,
SAILIFE,cdmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,17.0,42.0,29.0,15.0,17.0,14.0,22.0,
GODIGIT,cdmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,45.0,68.0,63.0,34.0,27.0,23.0,37.0,32.0,24.0,28.0,27.0,38.0,
Cars & Utility Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORCEMOT,cars & utility vehicles,,,,,,,,,,,,46.0,,31.0,,16.0,,,36.0,37.0,22.0,22.0,14.0,15.0,38.0,37.0,24.0,20.0,50.0,52.0,37.0,36.0,1.0,1.0,3.0,10.0,12.0,8.0,34.0,,50.0,60.0,55.0,44.0,42.0,13.0,21.0,4.0,2.0,6.0,2.0,6.0,8.0,8.0,3.0,6.0,
MARUTI,cars & utility vehicles,,,,,,,,,,,,30.0,,20.0,,18.0,,,37.0,36.0,24.0,26.0,16.0,17.0,19.0,20.0,27.0,28.0,39.0,39.0,45.0,47.0,37.0,24.0,30.0,32.0,48.0,29.0,51.0,,85.0,80.0,67.0,22.0,22.0,50.0,24.0,36.0,32.0,44.0,14.0,8.0,9.0,8.0,3.0,18.0,
M&M,cars & utility vehicles,,,,,,,,,,,,27.0,,26.0,,15.0,,,43.0,42.0,21.0,20.0,26.0,28.0,39.0,40.0,20.0,20.0,20.0,21.0,42.0,44.0,24.0,20.0,15.0,10.0,7.0,5.0,17.0,,26.0,23.0,19.0,6.0,13.0,25.0,13.0,28.0,22.0,26.0,21.0,14.0,23.0,8.0,10.0,19.0,
